"Plugin","Gutenberg-Compatible","Compatibility Reason","Active Installs"
"beeketing-for-woocommerce","unknown","","3000"
"better-anchor-links","unknown","","3000"
"8-degree-notification-bar","unknown","","3000"
"the-simplest-favicon","unknown","","3000"
"spotify-master","unknown","","3000"
"ajax-contact","unknown","","3000"
"chimpmate","unknown","","3000"
"genesis-toolbar-extras","unknown","","3000"
"custom-script-integration","unknown","","3000"
"nginx-cache","unknown","","3000"
"weforms","unknown","","3000"
"magic-post-thumbnail","unknown","","3000"
"libxml2-fix","unknown","","3000"
"formcraft-recaptcha","likely_yes","Doesn't include editor functionality","3000"
"prime-extensions-for-visual-composer","unknown","","3000"
"wp-imageflow2","unknown","","3000"
"jazzy-forms","unknown","","3000"
"logaster-logo-generator","unknown","","3000"
"fb-live-chat","unknown","","3000"
"simple-google-sitemap","unknown","","3000"
"admin-color-schemer","unknown","","3000"
"ultimate-widgets-light","unknown","","3000"
"social-media-widgets","unknown","","3000"
"woo-custom-emails","unknown","","3000"
"contact-form7-autocomplete","unknown","","3000"
"opt-in-panda","unknown","","3000"
"comment-redirect","unknown","","3000"
"wp-popup-banners","unknown","","3000"
"genesis-widgetized-footer","unknown","","3000"
"change-woocommerce-add-to-cart-button-text","unknown","","3000"
"post-type-converter","unknown","","3000"
"php-browser-detection","unknown","","3000"
"storefront-homepage-contact-section","unknown","","3000"
"combine-css","unknown","","3000"
"slick-sitemap","unknown","","3000"
"breezing-forms","unknown","","3000"
"plugins-load-order","unknown","","3000"
"widget-post-slider","unknown","","3000"
"gs-testimonial","unknown","","3000"
"wiziapp-create-your-own-native-iphone-app","unknown","","3000"
"mdp-local-business-seo","unknown","","3000"
"add-widgets-to-page","unknown","","3000"
"advanced-reset-wp","unknown","","3000"
"multiple-roles","unknown","","3000"
"responsive-admin-maintenance-pro","likely_yes","Doesn't include editor functionality","3000"
"image-gallery-reloaded","unknown","","3000"
"perfectdashboard","likely_yes","Doesn't include editor functionality","3000"
"woo-preview-emails","unknown","","3000"
"yith-woocommerce-multi-step-checkout","unknown","","3000"
"flowplayer5","unknown","","3000"
"ninja-forms-modal","unknown","","3000"
"pixopoint-menu","unknown","","3000"
"rublon","likely_yes","Doesn't include editor functionality","3000"
"amcharts-charts-and-maps","unknown","","3000"
"disable-password-reset","unknown","","3000"
"bbs-e-popup","unknown","","3000"
"wp-database-optimizer","unknown","","3000"
"recent-posts-plugin","unknown","","3000"
"social-media-tabs","unknown","","3000"
"widget-icon","unknown","","3000"
"simple-tweet","unknown","","3000"
"duplicate-widgets","unknown","","3000"
"hana-code-insert","unknown","","3000"
"terms-of-use-2","unknown","","3000"
"age-gate","unknown","","3000"
"admin-dashboard-site-notes","unknown","","3000"
"simple-auto-tag","unknown","","3000"
"purple-xmls-google-product-feed-for-woocommerce","unknown","","3000"
"gravity-forms-auto-placeholders","unknown","","3000"
"dynamic-pricing-and-discounts-for-woocommerce-basic-version","unknown","","3000"
"customizable-post-listings","unknown","","3000"
"azigen","unknown","","3000"
"woocommerce-all-currencies","unknown","","3000"
"people-profile-cpt","unknown","","3000"
"attachment-importer","unknown","","3000"
"wp-easycart","unknown","","3000"
"caldera-form-metabox","unknown","","3000"
"advanced-custom-fields-categories","unknown","","3000"
"bbpress-wp-tweaks","unknown","","3000"
"qr-code-tag","unknown","","3000"
"related-youtube-videos","unknown","","3000"
"essential-content-types","unknown","","3000"
"videowhisper-live-streaming-integration","unknown","","3000"
"wincher-rank-tracker","unknown","","3000"
"wpc-image-widget","unknown","","3000"
"clever-mega-menu","unknown","","3000"
"easy-adsense-ads-scripts-manager","unknown","","3000"
"wp-responsive-photo-gallery","unknown","","3000"
"acf-code-field","unknown","","3000"
"simple-image-link","unknown","","3000"
"mybooktable","unknown","","3000"
"responsivevoice-text-to-speech","unknown","","3000"
"flickr-gallery","unknown","","3000"
"woocommerce-product-fees","unknown","","3000"
"ep-social-widget","unknown","","3000"
"wp-cleanfix","unknown","","3000"
"page-specific-stylesheets","unknown","","3000"
"cysteme-finder","unknown","","3000"
"woocommerce-extra-charges-to-payment-gateways","unknown","","3000"
"application-passwords","yes","Doesn't include editor functionality","3000"
"add-to-cart-button-custom-text","unknown","","3000"
"wp-links-page","unknown","","3000"
"robo-maps","unknown","","3000"
"wp-post-to-pdf-enhanced","unknown","","3000"
"jsl3-facebook-wall-feed","unknown","","3000"
"giga-store-advanced-sections","unknown","","3000"
"woo-widget-product-slideshow","unknown","","3000"
"nmedia-mailchimp-widget","unknown","","3000"
"kama-thumbnail","unknown","","3000"
"tiny-carousel-horizontal-slider","unknown","","3000"
"news-ticker","unknown","","3000"
"yandexkassa","unknown","","3000"
"advanced-content-pagination","unknown","","3000"
"youtube-widget","unknown","","3000"
"disable-wp-registration-page","unknown","","3000"
"disable-xml-rpc-littlebizzy","unknown","","3000"
"live-weather-station","unknown","","3000"
"genesis-club-lite","unknown","","3000"
"woocommerce-checkout-terms-conditions-popup","unknown","","3000"
"hypercomments","unknown","","3000"
"wp-custom-register-login","unknown","","3000"
"breaking-news-ticker","unknown","","3000"
"userway-accessibility-widget","unknown","","3000"
"thumbs-rating","unknown","","3000"
"shopp","unknown","","3000"
"outbound-links","unknown","","3000"
"search-by-algolia-instant-relevant-results","unknown","","3000"
"tw-pagination","unknown","","3000"
"blog-manager-light","unknown","","3000"
"perfect-quotes","unknown","","3000"
"any-hostname","unknown","","3000"
"add-new-default-avatar","unknown","","3000"
"flexible-woocommerce-checkout-field-editor","unknown","","3000"
"blog-stats-by-w3counter","likely_yes","Doesn't include editor functionality","3000"
"ultimate-auction","unknown","","3000"
"tinymce-annotate","unknown","","3000"
"bv-cloudways-automated-migration","unknown","","3000"
"change-table-prefix","unknown","","3000"
"sendcloud-shipping","unknown","","3000"
"advanced-uploader","unknown","","3000"
"woocommerce-gateway-simplify-commerce","unknown","","3000"
"image-upload-for-bbpress","unknown","","3000"
"easy2map","unknown","","3000"
"ultimate-taxonomy-manager","unknown","","3000"
"flowplayer6-video-player","unknown","","3000"
"simply-show-hooks","unknown","","3000"
"client-portal","unknown","","3000"
"add-descendants-as-submenu-items","unknown","","3000"
"category-thumbnails","unknown","","3000"
"hookpress","unknown","","3000"
"ziplist-recipe-plugin","unknown","","3000"
"auto-refresh-single-page","unknown","","3000"
"save-with-keyboard","unknown","","3000"
"wcp-openweather","unknown","","3000"
"eg-attachments","unknown","","3000"
"woocommerce-mijireh-checkout","unknown","","3000"
"wp-code-highlightjs","unknown","","3000"
"appointment-scheduler-weblizar","unknown","","3000"
"wpb-accordion-menu-or-category","unknown","","3000"
"hacklog-remote-image-autosave","unknown","","3000"
"meta-slider-and-carousel-with-lightbox","unknown","","3000"
"related-post","unknown","","3000"
"grid-shortcodes","unknown","","3000"
"contact-us-page-contact-people","unknown","","3000"
"all-in-one-seo-pack-importer","unknown","","3000"
"international-telephone-input-for-contact-form-7","unknown","","3000"
"bbp-private-groups","unknown","","3000"
"seo-searchterms-admin","unknown","","3000"
"wp-parallax-content-slider","unknown","","3000"
"slider-video","unknown","","3000"
"modal-dialog","unknown","","3000"
"wd-youtube","unknown","","3000"
"ultimate-carousel-for-visual-composer","unknown","","3000"
"quickiebar","unknown","","3000"
"facebook-like-send-button","unknown","","3000"
"slider-comparison-image-before-and-after","unknown","","3000"
"migrate-guru","unknown","","3000"
"enhanced-custom-permalinks","unknown","","3000"
"yandex-maps-for-wordpress","unknown","","3000"
"users-ultra","unknown","","3000"
"persian-fonts","unknown","","3000"
"tables-for-elementor","unknown","","3000"
"social-media-widget-icon","unknown","","3000"
"ocean-custom-sidebar","unknown","","3000"
"page-builder-add","unknown","","3000"
"protection-against-ddos","likely_yes","Doesn't include editor functionality","3000"
"easy-peasy-mailchimp-ajax-form","unknown","","3000"
"gravitate-event-tracking","likely_yes","Doesn't include editor functionality","3000"
"sb-child-list","unknown","","3000"
"faq-wd","unknown","","3000"
"themify-shortcodes","unknown","","3000"
"smart-archive-page-remove","unknown","","3000"
"add-custom-post-types-archive-to-nav-menus","unknown","","3000"
"xml-sitemap-generator","likely_yes","Doesn't include editor functionality","3000"
"woo-confirmation-email","unknown","","3000"
"admin-category-filter","unknown","","3000"
"media-library-image-gallery","unknown","","3000"
"popup-contact-form","unknown","","3000"
"customize-twenty-seventeen","unknown","","3000"
"slimbox-plugin","unknown","","3000"
"fx-private-site","unknown","","3000"
"wp-emmet","unknown","","3000"
"wp-optimize-by-xtraffic","unknown","","3000"
"persian-woocommerce-shipping","unknown","","3000"
"page2cat","unknown","","3000"
"woocommerce-paynl-payment-methods","unknown","","3000"
"page-menu-editor","unknown","","3000"
"quick-flickr-widget","unknown","","3000"
"querywall","unknown","","3000"
"disable-core-update-email","unknown","","3000"
"sis-facebook-like-box","unknown","","3000"
"pdf-thumbnails","unknown","","3000"
"contact-form-7-paypal-extension","unknown","","3000"
"sweet-custom-dashboard","unknown","","3000"
"wp-taxonomy-import","unknown","","3000"
"log-viewer","unknown","","3000"
"wpsocialite","unknown","","3000"
"featured-post-with-thumbnail","unknown","","3000"
"wp-approve-user","likely_yes","Doesn't include editor functionality","3000"
"text-hover","unknown","","3000"
"html5-videogallery-plus-player","unknown","","3000"
"whitelist-ip-for-limit-login-attempts","likely_yes","Doesn't include editor functionality","3000"
"comment-moderation-e-mail-to-post-author","unknown","","3000"
"ipanorama-360-virtual-tour-builder-lite","unknown","","3000"
"branded-login-screen","likely_yes","Doesn't include editor functionality","3000"
"publish-to-apple-news","unknown","","3000"
"wc-cancel-order","unknown","","3000"
"google-per-page-tracking-code","unknown","","3000"
"links-shortcode","unknown","","3000"
"leaguemanager","unknown","","3000"
"republish-old-posts","unknown","","3000"
"author-hreview","unknown","","3000"
"revisr","unknown","","3000"
"admin-branding-and-tweaks","unknown","","3000"
"pipdig-snapcode-widget","unknown","","3000"
"comment-attachment","unknown","","3000"
"testimonial-builder","unknown","","3000"
"youtube-subscribe-widget","unknown","","3000"
"pe-recent-posts","unknown","","3000"
"wp-ultimate-post-grid","unknown","","3000"
"simple-back-to-top","unknown","","3000"
"smart-variations-images","unknown","","3000"
"wpsecurity","unknown","","3000"
"wordpress-beta-tester","unknown","","3000"
"intelly-countdown","unknown","","3000"
"most-commented","unknown","","3000"
"iframe-embed-for-youtube","unknown","","3000"
"simplemodal-contact-form-smcf","unknown","","3000"
"contact-form-7-dynamic-select-extension","unknown","","3000"
"wen-logo-slider","unknown","","3000"
"photection","unknown","","3000"
"wrc-pricing-tables","unknown","","3000"
"cognito-forms","unknown","","3000"
"wp-redis","unknown","","3000"
"azurecurve-toggle-showhide","unknown","","3000"
"quick-adsense-mobile","unknown","","3000"
"list-all-urls","unknown","","3000"
"google-seo-author-snippets","unknown","","3000"
"page-loading-effects","unknown","","3000"
"custom-fields-search","unknown","","3000"
"wp-editor-fontsize","unknown","","3000"
"wp-back-button","unknown","","3000"
"wp-title-2","unknown","","3000"
"easy-spoiler","unknown","","3000"
"disable-toolbar","unknown","","3000"
"payment-gateway-stripe-and-woocommerce-integration","unknown","","3000"
"yendif-player","unknown","","3000"
"buy-one-click-woocommerce","unknown","","3000"
"kopa-nictitate-toolkit","unknown","","3000"
"azindex","unknown","","3000"
"ce-wp-menu-per-page","unknown","","0"
"dp-maintenance-mode-lite","likely_yes","Doesn't include editor functionality","0"
"custom-coming-soon-page","unknown","","0"
"like-dislike-counter-for-posts-pages-and-comments","unknown","","0"
"powr-contact-form","unknown","","0"
"weather-for-us-widget","unknown","","0"
"oqey-gallery","unknown","","0"
"blog-protector","unknown","","0"
"official-google-site-verification-plugin","unknown","","0"
"powr-weather","unknown","","0"
"podcasting","unknown","","0"
"wp-lightbox","unknown","","0"
"instagram-picture","unknown","","0"
"gravatar-widget","unknown","","0"
"social-slider","unknown","","0"
"ezpz-one-click-backup","likely_yes","Doesn't include editor functionality","0"
"hide-your-theme-name","unknown","","0"
"related-posts-by-category","unknown","","0"
"event-espresso","unknown","","0"
"wp-fancyzoom","unknown","","0"
"scribe","unknown","","0"
"gtrans","unknown","","0"
"permalink-redirect","unknown","","0"
"category-page-icons","unknown","","0"
"authy-two-factor-authentication","unknown","","0"
"wp-modal-login","unknown","","0"
"jivosite","unknown","","0"
"q-and-a-focus-plus-faq","unknown","","0"
